MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,IncomeCategory,RoomsPerPerson,BedroomRatio,DistToSF,DistToLA,AgeCategory_encoded,Region_North,Region_South
1.4867,29.0,3.976435935198822,1.0338733431516938,3140.0,4.550009016902082,34.27,-118.42,1,0.8739402318605112,0.26,530.2196567720634,29.148812178091614,1.0,0,1
4.3643,17.0,5.7188612099644125,0.9804270462633452,1879.0,3.3434163701067616,38.7,-121.32,3,1.7104843001596592,0.17143746110765404,140.71465930472482,585.5180901382605,1.0,1,0
2.5521,21.0,4.790291262135923,1.0097087378640777,1721.0,3.341747572815534,36.55,-119.29,2,1.433468913422429,0.21078232671260638,308.9280152569291,293.5183085475582,1.0,0,0
3.7109,11.0,5.717525773195876,1.0041237113402062,2300.0,2.3711340206185567,33.18,-117.14,2,2.411304347826087,0.17562206996033178,699.4436395382858,140.8921299656663,1.0,0,1
4.0208,28.0,5.986666666666666,1.0711111111111111,713.0,3.168888888888889,37.84,-121.23,3,1.8892005610098175,0.17891610987379364,104.74132343598954,499.59027859679446,1.0,0,0
3.8534,32.0,5.599009900990099,1.0297029702970295,1156.0,2.8613861386138613,37.77,-120.96,2,1.9567474048442908,0.18390804597701146,128.2723430475608,480.29755978738643,2.0,0,0
7.3023,35.0,6.661710037174721,0.9944237918215614,1405.0,2.611524163568774,37.43,-122.11,4,2.550889679715302,0.14927455357142858,47.05035323141614,512.5699012422931,2.0,0,0
4.3424,10.0,5.669135802469135,1.1111111111111112,818.0,2.0197530864197533,33.03,-117.08,3,2.8068459657701705,0.19599303135888504,715.6629939252989,156.6859661738438,0.0,0,1
6.4415,15.0,7.077981651376147,1.048165137614679,1262.0,2.8944954128440368,33.83,-117.76,4,2.445324881141046,0.14808813998703824,607.2666929504069,51.00446755158176,1.0,0,1
2.6875,34.0,5.24,1.069090909090909,695.0,2.5272727272727273,35.35,-119.03,2,2.0733812949640287,0.20402498265093685,405.33359371631695,161.21838091153643,2.0,0,0
8.0483125,15.0,7.079670329670329,0.989010989010989,979.0,2.68956043956044,37.41,-122.15,5,2.632277834525025,0.13969732246798605,47.00779674179473,513.443839935344,1.0,0,0
4.2109,9.0,8.318181818181818,1.2331323610361724,1515.0,4.550009016902082,34.45,-119.78,3,1.8281682052237633,0.14824542045243602,439.1558351311813,147.96768553251826,0.0,0,1
3.2083,26.0,6.667953667953668,1.1158301158301158,802.0,3.096525096525097,36.44,-119.77,2,2.153366583541147,0.16734221192819917,277.8875083778762,299.49974392194946,1.0,0,0
8.0483125,29.0,8.483259384844768,1.2331323610361724,213.0,4.550009016902082,33.69,-117.53,5,1.864448917206911,0.14536068097117805,633.1176444291739,77.22536083009197,1.0,0,1
3.6734,34.0,5.815340909090909,0.9857954545454546,888.0,2.522727272727273,35.38,-118.96,2,2.30518018018018,0.1695163654127992,407.79065646214167,161.50785952899844,2.0,0,0
8.0483125,26.0,6.174050632911392,0.9651898734177216,1468.0,2.3227848101265822,34.12,-118.36,5,2.6580381471389645,0.15633008713480268,546.4088861739446,13.097530908607233,1.0,0,1
8.0483125,36.0,8.394190871369295,1.004149377593361,653.0,2.7095435684647304,37.94,-122.56,5,3.098009188361409,0.11962432031636183,22.12221752985718,580.9431750373981,2.0,0,0
2.7614,18.0,3.4558058925476605,1.001733102253033,3031.0,4.550009016902082,33.71,-117.99,2,0.759516273420614,0.28986960882647944,603.2496553812246,44.68066482474833,1.0,0,1
3.654,38.0,4.9363636363636365,1.069090909090909,2357.0,2.1427272727272726,32.75,-117.17,2,2.3037759864234197,0.2165745856353591,734.1186668010316,175.7832435593663,2.0,0,1
2.6458,10.0,4.360526315789474,0.9447368421052632,958.0,2.521052631578947,36.71,-119.57,2,1.7296450939457206,0.21665660832830416,278.6238380928349,319.04787530667505,0.0,0,0
3.2964,5.0,5.344444444444444,1.01,2242.0,2.491111111111111,38.68,-120.98,2,2.1454058876003566,0.188981288981289,161.04725117735987,569.8586034270593,0.0,1,0
2.1833,37.0,4.503386004514673,1.0112866817155757,1559.0,3.5191873589164784,37.47,-121.13,2,1.279666452854394,0.22456140350877193,118.51172952685023,460.6520708451384,2.0,0,0
2.9861,26.0,4.31064572425829,1.0924956369982548,1174.0,2.048865619546248,37.97,-122.04,2,2.1039182282793867,0.2534412955465587,39.74471620661005,553.394649389752,1.0,0,0
2.3844,13.0,5.333333333333333,1.0207156308851224,1065.0,2.005649717514124,33.22,-117.28,2,2.659154929577465,0.19138418079096045,687.4991431598385,128.53919012884484,1.0,0,1
2.1991,44.0,3.08,0.8719904289323526,301.0,3.01,33.87,-117.92,2,1.0232558139534884,0.2831137756273872,594.0615150530701,36.07917767660581,2.0,0,1
3.2619,52.0,4.792052980132451,1.0172185430463576,1508.0,1.9973509933774831,37.85,-122.26,2,2.399204244031831,0.2122719734660033,16.30370674270773,555.7806706787678,2.0,0,0
2.0268,17.0,6.190082644628099,1.048951048951049,574.0,2.371900826446281,40.67,-122.95,2,2.6097560975609757,0.1694567115127863,325.1469935908609,844.9524635488723,1.0,1,0
3.0,16.0,6.110569105691057,1.1626016260162602,1777.0,2.8894308943089433,38.09,-120.46,2,2.1148002250984805,0.19026077700904737,175.37794692013108,491.14162930176576,1.0,1,0
5.0838,20.0,6.116037735849057,1.0075471698113208,3140.0,3.3264150943396227,37.54,-122.06,3,1.8386273397617698,0.16473854696899584,41.02690144233352,518.4302072653963,1.0,0,0
4.0256,28.0,5.967880085653105,1.0492505353319057,1684.0,3.605995717344754,33.94,-117.49,3,1.6549881235154393,0.17581628991747397,615.5934134837006,70.5938646248237,1.0,0,1
4.2254,15.0,5.504065040650406,1.0878048780487806,1571.0,2.5544715447154474,36.98,-122.06,3,2.1546785486950983,0.1976366322008863,93.92047860423688,474.56287386563946,1.0,0,0
3.9926,14.0,5.555555555555555,1.0098039215686274,1867.0,3.0506535947712417,36.32,-119.77,2,1.821103374397429,0.18176470588235294,285.3890557592784,287.78744195926146,1.0,0,0
4.233,34.0,4.9943609022556394,0.9680451127819548,1948.0,3.661654135338346,34.32,-118.43,3,1.3639630390143738,0.1938276251411366,525.4578868986893,34.3566736405789,2.0,0,1
4.7943,26.0,6.418168709444845,1.0187454938716656,3140.0,2.841384282624369,32.78,-116.97,3,2.258817558995179,0.1587283756459223,743.4576450687624,184.35088378915356,1.0,0,1
7.4056,26.0,8.044230769230769,1.0365384615384616,1504.0,2.892307692307692,33.68,-117.94,4,2.7812500000000004,0.12885488883576382,608.7848753881153,49.991296531994514,1.0,0,1
7.9283,13.0,7.703016241299304,0.988399071925754,1432.0,3.3225058004640373,33.59,-117.69,4,2.318435754189944,0.12831325301204818,631.4759962594461,72.50967047717235,1.0,0,1
1.8472,38.0,4.2482662968099865,1.104022191400832,2153.0,2.986130374479889,33.98,-118.33,1,1.4226660473757549,0.25987593862226566,560.0606535445703,11.301321610623464,2.0,0,1
3.875,22.0,4.313775510204081,1.020408163265306,2688.0,3.4285714285714284,33.93,-118.03,2,1.2581845238095237,0.23654642223536365,582.3301878333816,23.933253390397766,1.0,0,1
3.9375,17.0,5.203647416413374,0.933130699088146,963.0,2.927051671732523,40.56,-122.45,2,1.7777777777777777,0.17932242990654207,309.70021908407756,813.4005211386167,1.0,1,0
1.4923,31.0,4.592841163310962,1.0402684563758389,1193.0,2.668903803131991,40.07,-122.14,1,1.7208717518860017,0.2264978080857282,256.3450912029233,752.9769549348923,2.0,1,0
4.4107,23.0,5.60699865410498,1.0174966352624495,2082.0,2.8021534320323016,34.42,-118.49,3,2.0009606147934678,0.1814690350456073,513.5141202805465,46.746679726423444,1.0,0,1
2.9915,20.0,4.3942414174972315,1.0310077519379846,2629.0,2.91140642303433,37.97,-122.03,2,1.509319132750095,0.23462701612903228,40.483007892587686,552.8408072081378,1.0,0,0
2.9438,18.0,4.97923197492163,1.052115987460815,3140.0,2.746473354231975,35.33,-119.05,2,1.8129547724354402,0.2113008577949162,405.51793858211107,160.0685650248589,1.0,0,0
2.4342,27.0,4.477642276422764,1.0020325203252032,1158.0,2.3536585365853657,38.64,-121.33,2,1.9024179620034543,0.22378574670903312,135.3260249988586,580.1162357532797,1.0,1,0
2.6458,16.0,2.989795918367347,1.0591836734693878,1648.0,1.6816326530612244,34.1,-118.35,2,1.7779126213592233,0.35426621160409555,548.694697797394,11.14017215602749,1.0,0,1
3.6111,22.0,5.617866004962779,0.967741935483871,1056.0,2.620347394540943,39.14,-121.67,2,2.143939393939394,0.17226148409893993,165.22165905751373,642.9988618591486,1.0,1,0
1.0648,39.0,4.216901408450704,1.0788732394366196,1182.0,3.3295774647887324,35.38,-118.98,1,1.266497461928934,0.25584502338009346,406.4402878798076,162.25739348082465,2.0,0,0
4.119,18.0,5.843575418994414,1.1396648044692737,486.0,2.7150837988826817,39.33,-120.17,3,2.152263374485597,0.19502868068833648,261.0623742412076,611.4356500304862,1.0,1,0
4.6696,46.0,6.049668874172186,1.0165562913907285,881.0,2.9172185430463577,37.76,-122.16,3,2.0737797956867197,0.16803503010399562,22.86134976147524,542.4643266725719,2.0,0,0
2.875,22.0,8.483259384844768,1.048951048951049,381.0,2.6095890410958904,39.06,-120.13,2,3.2508028088906458,0.12364953154974682,245.34759029612277,581.7311390848661,1.0,1,0
7.8239,29.0,6.666666666666667,1.0426356589147288,612.0,2.372093023255814,33.51,-117.74,4,2.810457516339869,0.15639534883720932,635.1847044545219,76.17079926178413,1.0,0,1
2.9471,33.0,6.68,1.024,528.0,2.112,36.8,-119.82,2,3.1628787878787876,0.1532934131736527,254.21870604658494,337.2605789919451,2.0,0,0
4.6069,7.0,5.609195402298851,0.9985632183908046,3140.0,2.5510057471264367,38.26,-122.63,3,2.1988172345818082,0.17802254098360656,57.008361240056594,611.3838363230186,0.0,1,0
2.375,17.0,5.690406976744186,1.0784883720930232,1768.0,2.5697674418604652,36.02,-119.01,2,2.214366515837104,0.18952745849297573,360.50687604954373,229.660436521007,1.0,0,0
4.7755,36.0,5.956331877729258,1.0109170305676856,2761.0,3.0141921397379914,37.66,-122.45,3,1.9760956175298805,0.16972140762463342,13.056731246169374,551.8113444428265,2.0,0,0
4.9271,14.0,5.977346278317152,1.051779935275081,1030.0,3.3333333333333335,37.82,-121.23,3,1.7932038834951456,0.17596101786681104,104.6252962785284,497.7359446367868,1.0,0,0
2.83,13.0,5.977777777777778,1.2331323610361724,846.0,3.1333333333333333,33.46,-116.99,2,1.9078014184397163,0.20628608270121843,686.0884832045864,133.3011543309423,1.0,0,1
4.9107,26.0,6.31981981981982,1.048951048951049,1453.0,3.2725225225225225,37.72,-121.93,3,1.9311768754301446,0.16597799919253947,43.460674647887785,525.8418857735077,1.0,0,0
2.7933,51.0,5.560919540229885,1.1149425287356325,1078.0,2.47816091954023,37.12,-122.12,2,2.2439703153988866,0.2004960727573378,77.46960638786844,489.02419008279276,2.0,0,0
2.8603,17.0,6.427561837455831,1.2331323610361724,736.0,2.6007067137809186,39.15,-120.87,2,2.471467391304348,0.19185071917165297,203.9003030231336,613.3374420799621,1.0,1,0
3.0726,52.0,5.233830845771144,1.1890547263681592,381.0,1.8955223880597016,32.75,-117.17,2,2.7611548556430443,0.22718631178707227,734.1186668010316,175.7832435593663,2.0,0,1
4.0208,36.0,5.453551912568306,0.9726775956284152,531.0,2.901639344262295,37.71,-122.15,3,1.8794726930320151,0.17835671342685366,24.763097275083247,537.7373352113431,2.0,0,0
8.0483125,42.0,5.765935214211076,1.0229885057471264,1863.0,1.946708463949843,34.11,-118.37,5,2.961889425657542,0.1774193548387097,546.6512488957412,13.289323712373275,2.0,0,1
2.5921,20.0,6.024221453287197,1.1453287197231834,1466.0,4.550009016902082,36.52,-119.73,2,1.324002091184612,0.1901206203331419,276.18728279281936,305.76331582795217,1.0,0,0
4.0089,51.0,5.521739130434782,0.9862700228832952,1095.0,2.505720823798627,37.75,-122.47,3,2.2036529680365295,0.17861583091587238,5.2393731518894,560.1985968131107,2.0,0,0
5.5402,20.0,6.56175972927242,1.125211505922166,1651.0,2.793570219966159,34.22,-118.89,3,2.3488794669897035,0.17148014440433215,506.9218591619187,62.34096533656881,1.0,0,1
1.7798,30.0,5.428057553956834,1.1079136690647482,967.0,3.4784172661870505,37.94,-121.25,1,1.560496380558428,0.2041086812458582,104.29267333505402,509.85732777470224,1.0,0,0
6.4651,25.0,5.481953290870488,1.0509554140127388,1088.0,2.309978768577494,32.97,-117.26,4,2.373161764705883,0.191711851278079,709.8722177120601,150.988393380149,1.0,0,1
5.2497,32.0,6.6292682926829265,1.0902439024390245,1156.0,2.819512195121951,37.7,-122.08,3,2.35121107266436,0.16445916114790288,30.98558725759682,532.8035071748827,2.0,0,0
5.152,29.0,5.571428571428571,0.968944099378882,479.0,2.9751552795031055,33.81,-117.98,3,1.8726513569937369,0.1739130434782609,595.4071639185062,36.29311509172925,1.0,0,1
4.4423,37.0,5.684350132625995,1.013262599469496,1047.0,2.777188328912467,33.84,-118.12,3,2.0468003820439353,0.17825478301446568,584.4532915051595,26.209720719669015,2.0,0,1
5.4548,35.0,5.585714285714285,1.0285714285714285,425.0,3.0357142857142856,34.19,-118.56,3,1.84,0.18414322250639387,528.5589813213566,32.90209098666784,2.0,0,1
5.5875,3.0,6.875930521091812,1.0272952853598014,2506.0,3.109181141439206,34.07,-117.14,3,2.211492418196329,0.14940454709491158,628.8541921696929,101.68986085478565,0.0,0,1
2.6336,43.0,3.104404567699837,1.0358890701468189,1919.0,3.130505709624796,34.09,-118.25,2,0.9916623241271496,0.3336836573830793,555.574477202403,4.243034892905592,2.0,0,1
2.8233,31.0,4.0607476635514015,1.0822429906542057,1987.0,1.8570093457943928,34.06,-118.38,2,2.1867136386512325,0.26651323360184126,550.2868732281105,12.58639808243642,2.0,0,1
3.0354,23.0,4.327217125382263,1.007645259938838,1554.0,2.376146788990826,37.96,-121.34,2,1.8211068211068209,0.23286219081272086,96.95982468751642,516.044339992251,1.0,0,0
4.0764,32.0,4.979716024340771,1.127789046653144,989.0,2.006085192697769,34.16,-118.36,3,2.4823053589484325,0.22647657841140528,543.0489005389,16.07289625856375,2.0,0,1
2.9628,36.0,5.66553480475382,1.166383701188455,2388.0,4.054329371816638,34.13,-117.27,2,1.3974036850921274,0.2058735391069823,615.5242426898767,90.07994559100804,2.0,0,1
2.0706,46.0,4.158620689655172,1.096551724137931,2300.0,3.1724137931034484,34.05,-118.33,2,1.3108695652173912,0.263681592039801,554.1156150288584,7.954519095713636,2.0,0,1
4.174,22.0,6.213171577123051,0.949740034662045,1757.0,3.045060658578856,39.1,-121.63,3,2.0404097894137734,0.15285913528591352,162.59446319025295,637.4300946327221,1.0,1,0
1.2,20.0,4.625,1.2331323610361724,34.0,4.25,35.32,-119.04,1,1.088235294117647,0.26662321319701027,406.9401271322158,158.66285151255892,1.0,0,0
1.947,24.0,3.88077336197637,1.045112781954887,2002.0,2.1503759398496243,32.64,-117.09,1,1.8046953046953047,0.269305286465541,748.3393042680103,190.10841911675794,1.0,0,1
1.5809,34.0,3.5180722891566263,1.0602409638554218,625.0,3.765060240963856,33.68,-116.21,1,0.9343999999999998,0.30136986301369867,721.841977408454,192.27438422448344,2.0,0,1
8.0483125,36.0,6.954451345755694,1.020703933747412,1298.0,2.6873706004140785,37.86,-122.16,5,2.587827426810478,0.14676987198571,24.67256257450474,550.8144489525073,2.0,0,0
3.7422,16.0,5.042124542124542,1.054945054945055,857.0,1.5695970695970696,33.61,-117.74,2,3.2123687281213535,0.2092262985833636,626.7554556732172,67.69290407564259,1.0,0,1
3.5129,36.0,4.352750809061488,1.0711974110032365,1511.0,4.550009016902082,34.05,-118.03,2,0.9566466336423002,0.246096654275093,572.4064386006871,19.689543258811188,2.0,0,1
3.1505,30.0,4.266666666666667,1.0206896551724138,899.0,2.066666666666667,33.88,-118.33,2,2.064516129032258,0.2392241379310345,568.6303780378163,20.735912194991943,1.0,0,1
4.6477,15.0,7.434615384615385,1.0769230769230769,965.0,3.7115384615384617,38.04,-121.33,3,2.0031088082901554,0.14485256078634245,100.01839531569856,523.0014358051258,1.0,1,0
6.155,16.0,6.998316498316498,0.9865319865319864,2036.0,3.427609427609428,33.92,-117.58,4,2.0417485265225928,0.14096704354101514,611.3690920438371,62.93377965268286,1.0,0,1
2.5707,38.0,5.511494252873563,1.0459770114942528,745.0,2.1408045977011496,38.35,-122.0,2,2.5744966442953015,0.1897810218978102,73.73958616138908,584.6625166569576,2.0,1,0
5.5649,36.0,6.420841683366733,1.0781563126252505,1499.0,3.004008016032064,34.27,-118.52,3,2.1374249499666447,0.1679151061173533,524.1672324391252,35.111425754438294,2.0,0,1
4.0417,23.0,8.483259384844768,1.2331323610361724,339.0,2.306122448979592,38.94,-119.98,3,3.6785815031627753,0.14536068097117805,249.0354456295695,565.190697344011,1.0,1,0
2.6997,52.0,4.0627450980392155,1.0627450980392157,1623.0,2.1215686274509804,37.83,-122.28,2,1.9149722735674675,0.2615830115830116,13.694455857080898,555.2989291022701,2.0,0,0
6.6447,20.0,6.170940170940171,1.0213675213675213,2757.0,2.9455128205128207,33.77,-118.31,4,2.095030830612985,0.1655124653739612,579.3086390486415,31.970101474240607,1.0,0,1
6.0235,37.0,5.7150735294117645,0.9944852941176472,1566.0,2.8786764705882355,37.24,-121.95,4,1.9853128991060023,0.1740109359922805,72.47052585171069,487.5657735887245,2.0,0,0
2.862,21.0,4.2480957562568005,1.0663764961915123,1949.0,2.120783460282916,37.87,-122.51,2,2.003078501795793,0.2510245901639344,13.234410096651759,572.2702779167396,1.0,0,0
5.8752,20.0,6.157667386609071,1.0583153347732182,1192.0,2.57451403887689,33.66,-117.81,3,2.3917785234899327,0.17186951946685375,618.3078885186198,59.20916405860633,1.0,0,1
2.1078,34.0,4.144230769230769,1.0384615384615383,1876.0,4.509615384615385,33.96,-118.24,2,0.9189765458422174,0.2505800464037123,567.1135601293528,10.257843675030426,2.0,0,1
2.6765,52.0,5.0,1.0268456375838926,473.0,3.174496644295302,37.77,-122.21,2,1.5750528541226216,0.20536912751677852,18.413060447397722,546.225483716789,2.0,0,0
2.3182,38.0,3.365432098765432,0.9753086419753086,1798.0,4.439506172839506,34.21,-118.38,2,0.7580645161290323,0.28980190755685986,537.6545422656131,21.57006106076151,2.0,0,1
2.0357,30.0,4.055415617128464,1.0327455919395463,1000.0,2.5188916876574305,36.77,-119.79,2,1.6100000000000003,0.2546583850931676,258.08975519432573,333.10085352778736,1.0,0,0
3.1486,14.0,5.218340611353712,0.960698689956332,568.0,2.480349344978166,36.33,-119.35,2,2.10387323943662,0.18410041841004185,316.21397862981536,272.4957442163273,1.0,0,0
2.6923,41.0,5.116071428571429,1.1071428571428572,844.0,2.511904761904762,40.88,-123.98,2,2.0367298578199056,0.21640488656195464,370.4280283152845,912.0304764040933,2.0,1,0
4.2348,25.0,6.020351526364477,1.051803885291397,3140.0,3.014801110083256,37.99,-122.31,3,1.9969315741024853,0.1747080516287646,25.77317107256383,570.3558059670466,1.0,0,0
2.4117,16.0,4.933656957928803,0.9854368932038836,1675.0,2.710355987055016,38.35,-122.72,2,1.820298507462687,0.19973761889143982,69.15155998350767,624.0840358893381,1.0,1,0
5.7373,12.0,5.6594827586206895,0.9956896551724138,731.0,3.1508620689655173,38.63,-120.84,3,1.7961696306429547,0.17593297791317594,167.58765040888804,559.5606484184478,1.0,1,0
4.0313,45.0,4.426470588235294,1.048951048951049,557.0,2.730392156862745,34.19,-118.35,3,1.6211849192100538,0.2369723299955858,541.1469292633307,18.180619378089595,2.0,0,1
4.2566,29.0,4.924731182795699,1.0595533498759304,3107.0,2.5698924731182795,33.87,-117.8,3,1.9163179916317992,0.21514947934161904,601.4916371211511,45.66165755954516,1.0,0,1
3.6852,3.0,5.698989898989899,1.0484848484848486,1353.0,2.7333333333333334,35.3,-119.09,2,2.0849963045084996,0.1839773130095711,405.1746710066155,158.87048738163176,0.0,0,0
2.0087,36.0,3.4941471571906355,1.0585284280936456,3140.0,3.831103678929766,33.98,-118.19,2,0.9120471409864688,0.302943287867911,568.4279281279898,9.43130799272835,2.0,0,1
2.3,40.0,3.818840579710145,0.9094202898550724,1056.0,3.8260869565217392,34.17,-118.14,2,0.9981060606060606,0.2381404174573055,555.7269151836348,16.208746423794636,2.0,0,1
3.1923,29.0,4.3088235294117645,1.0496323529411764,1305.0,2.3988970588235294,33.88,-118.12,2,1.7961685823754787,0.24360068259385664,581.0684325128432,22.288443833717135,1.0,0,1
2.5694,44.0,5.10934393638171,1.0119284294234592,1145.0,2.2763419483101393,38.54,-121.44,2,2.2445414847161573,0.1980544747081712,120.70816572808984,575.2899173205863,2.0,1,0
4.0484,15.0,5.389915966386555,1.0873949579831932,1414.0,2.376470588235294,33.8,-117.82,3,2.268033946251768,0.20174618023074523,606.0206430447267,48.11087453154817,1.0,0,1
2.5179,36.0,5.051612903225807,1.135483870967742,1194.0,2.567741935483871,40.69,-124.27,2,1.9673366834170853,0.2247765006385696,361.18988331083654,909.617151322266,2.0,1,0
4.3056,30.0,5.036931818181818,1.0113636363636365,905.0,2.571022727272727,33.81,-118.31,3,1.9591160220994477,0.20078962210941909,575.8389472534965,27.617314535955423,1.0,0,1
1.8281,44.0,3.78,1.048951048951049,565.0,3.7666666666666666,34.11,-117.27,1,1.0035398230088495,0.2775002775002775,617.0332945486729,89.90420009078316,2.0,0,1
6.0,26.0,6.31063829787234,1.0680851063829788,738.0,3.1404255319148935,33.71,-118.03,3,2.0094850948509486,0.16925151719487527,600.8668017693061,42.8606981681049,1.0,0,1
4.5221,16.0,6.125,1.1590909090909092,667.0,2.5265151515151514,37.22,-121.77,3,2.424287856071964,0.18923933209647498,84.1974091658178,474.9258618019404,1.0,0,0
8.0483125,30.0,7.989110707803992,1.0217785843920144,1582.0,2.871143375680581,33.79,-118.39,5,2.782553729456384,0.1278964107223989,572.9733158325829,32.12877617272616,1.0,0,1
3.1083,40.0,4.765676567656766,1.0297029702970295,881.0,2.907590759075908,34.04,-118.13,2,1.6390465380249717,0.21606648199445977,567.0620654146147,10.563187752227993,2.0,0,1
1.725,31.0,5.158774373259053,1.2331323610361724,917.0,2.554317548746518,40.24,-123.68,1,2.019629225736096,0.2390359166371414,294.9457711556438,839.5858450077226,2.0,1,0
2.1422,19.0,3.79951690821256,1.048951048951049,844.0,2.0386473429951693,32.81,-116.97,2,1.8637440758293835,0.2760748469585088,740.9107560122992,181.79058397482808,1.0,0,1
4.9674,45.0,6.01,1.0625,926.0,2.315,37.99,-122.57,3,2.5961123110151187,0.17678868552412647,27.326977148630068,585.6034589155392,2.0,0,0
3.3598,34.0,5.087947882736156,0.9413680781758956,898.0,2.9250814332247557,38.25,-122.06,2,1.7394209354120267,0.1850192061459667,61.49993072616149,578.9086737809099,2.0,1,0
2.6098,52.0,4.5989010989010985,1.075091575091575,1660.0,3.04029304029304,34.02,-118.32,2,1.5126506024096384,0.23377140581441658,557.2536877494096,7.889908468456811,2.0,0,1
2.5993,33.0,4.1016260162601625,0.967479674796748,1027.0,4.17479674796748,37.6,-121.02,2,0.9824732229795521,0.2358771060455897,124.66513945333561,467.1440196453101,2.0,0,0
4.3194,43.0,6.200716845878136,1.168458781362007,629.0,2.2544802867383513,37.91,-122.69,3,2.750397456279809,0.1884393063583815,28.112008470761896,586.4234336192885,2.0,0,0
7.0245,31.0,6.581005586592179,1.1312849162011174,921.0,2.5726256983240225,37.4,-122.12,4,2.558089033659066,0.17190152801358236,49.33317925468867,510.79446084629603,2.0,0,0
8.0483125,22.0,7.069114470842333,1.0367170626349893,1151.0,2.485961123110151,38.59,-121.34,5,2.843614248479583,0.1466544454628781,130.82435327375464,575.708412215827,1.0,1,0
2.6083,52.0,3.74618320610687,1.0782442748091603,1628.0,3.1068702290076335,37.77,-122.41,2,1.2057739557739557,0.28782475802343355,0.9896864830167297,558.15669979037,2.0,0,0
5.5718,29.0,6.458410351201478,1.0147874306839186,1673.0,3.0924214417744915,38.35,-122.32,3,2.0884638374178124,0.15712650257584432,64.53758992919,601.6476885539093,1.0,1,0
7.521,19.0,5.804920913884007,1.0263620386643233,1329.0,2.335676625659051,33.87,-118.39,4,2.4853273137697514,0.17680896155010595,566.0093430821663,24.34155863071648,1.0,0,1
3.3917,25.0,4.7701149425287355,1.2331323610361724,368.0,2.1149425287356323,37.38,-122.08,2,2.2554347826086953,0.25851208532565545,53.12951819357399,506.7345837817005,1.0,0,0
6.7785,19.0,7.801052631578948,1.1,2814.0,2.962105263157895,34.2,-118.63,4,2.6336176261549396,0.14100661179328025,523.5886689548181,39.17226704418829,1.0,0,1
5.7787,18.0,6.775210084033613,1.0819327731092436,1463.0,3.073529411764706,33.08,-117.29,3,2.204374572795625,0.15968992248062014,698.7021158215002,139.62081561529527,1.0,0,1
1.7708,36.0,3.828358208955224,1.0970149253731345,1316.0,4.550009016902082,33.97,-118.25,1,0.8413957411367503,0.2865497076023392,565.6690526320813,9.158650258083048,2.0,0,1
3.5278,48.0,5.09811320754717,1.018867924528302,650.0,2.452830188679245,37.76,-122.49,2,2.078461538461539,0.19985196150999263,6.423094875847734,562.2205888349313,2.0,0,0
4.1146,45.0,5.076326002587322,1.0789133247089262,1992.0,2.5769728331177233,37.91,-122.31,3,1.969879518072289,0.21253822629969418,17.83137950136595,563.6808572338327,2.0,0,0
2.5192,28.0,4.345360824742268,1.074742268041237,1355.0,3.4922680412371134,34.04,-117.97,2,1.2442804428044278,0.24733096085409254,576.9634943164182,25.253725898976825,1.0,0,1
1.3125,37.0,3.25,0.967391304347826,318.0,3.4565217391304346,34.1,-118.17,1,0.940251572327044,0.29765886287625415,559.6323252398915,8.62127558299916,2.0,0,1
3.6417,52.0,4.587131367292225,1.03485254691689,885.0,2.3726541554959786,37.77,-122.24,2,1.9333333333333333,0.22559906487434248,15.777589811599727,547.9940512978653,2.0,0,0
7.1322,35.0,7.718346253229974,1.0103359173126616,1244.0,3.214470284237726,34.17,-118.56,4,2.4011254019292605,0.1309005691329093,530.265956039169,31.930267672018477,2.0,0,1
6.2022,43.0,6.310344827586207,0.9655172413793104,581.0,2.5043103448275863,33.97,-118.41,4,2.5197934595524956,0.15300546448087432,556.2107573867,17.84659762538232,2.0,0,1
1.7788,25.0,5.54054054054054,1.1737451737451738,746.0,2.8803088803088803,39.81,-123.24,1,1.923592493297587,0.2118466898954704,237.20203894305885,778.8657540126163,1.0,1,0
3.1667,41.0,3.3878504672897196,1.116822429906542,582.0,2.7196261682242993,34.42,-119.7,2,1.245704467353952,0.32965517241379305,445.88568908752785,139.98038805459737,2.0,0,1
8.0483125,44.0,6.465317919075145,1.0028901734104043,948.0,2.739884393063584,37.44,-122.18,5,2.359704641350211,0.15511846222619574,42.79586059331133,517.6799421111522,2.0,0,0
2.0288,18.0,4.3487544483985765,0.8896797153024911,708.0,2.5195729537366547,39.71,-121.81,2,1.725988700564972,0.20458265139116202,221.56742451450816,704.3951875318425,1.0,1,0
3.0417,25.0,3.953405017921147,1.077658303464755,2299.0,2.7467144563918757,33.9,-118.35,2,1.439321444106133,0.2725899063161076,565.7401907322993,19.557513034593537,1.0,0,1
3.3542,10.0,8.483259384844768,1.2331323610361724,298.0,2.403225806451613,38.29,-120.27,2,3.529946858123326,0.14536068097117805,196.76779183717755,505.0666897326602,0.0,1,0
6.1043,36.0,5.545562130177514,0.9242603550295858,2254.0,2.6674556213017753,37.46,-122.24,4,2.0789707187222715,0.16666666666666669,38.415432324748885,522.98340948258,2.0,0,0
2.5625,35.0,5.86344537815126,1.1596638655462186,1395.0,2.930672268907563,39.31,-122.17,2,2.000716845878136,0.197778573987818,172.06769683731093,681.2845011950252,2.0,1,0
